xunit, fitted_data, total_model, Nnbb_coax_lar_M1_enrCoax, Ac228_holders_lar_M1_enrCoax, Co60_cables_lar_M1_enrCoax, K40_close_lar_M1_enrCoax, K40_far_lar_M1_enrCoax, K42_close_coax_lar_M1_enrCoax, K42_far_lar_M1_enrCoax, Th228_cables_lar_M1_enrCoax, U238_cables_lar_M1_enrCoax, alpha_offset_coax, alpha_slope_coax
6761, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6762, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6763, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6764, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6765, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6766, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6767, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6768, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6769, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6770, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6771, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6772, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6773, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6774, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6775, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6776, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6777, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6778, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6779, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6780, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6781, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6782, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6783, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6784, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6785, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6786, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6787, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6788, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6789, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6790, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6791, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6792, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6793, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6794, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6795, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6796, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6797, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6798, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6799, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6800, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6801, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6802, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6803, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6804, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6805, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6806, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6807, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6808, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6809, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6810, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6811, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6812, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6813, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6814, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6815, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6816, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6817, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6818, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6819, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6820, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6821, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6822, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6823, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6824, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6825, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6826, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6827, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6828, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6829, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6830, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6831, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6832, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6833, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6834, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6835, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6836, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6837, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6838, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6839, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6840, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6841, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6842, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6843, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6844, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6845, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6846, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6847, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6848, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6849, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6850, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6851, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6852, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6853, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6854, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6855, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6856, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6857, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6858, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6859, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6860, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6861, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6862, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6863, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6864, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6865, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6866, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6867, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6868, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6869, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6870, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6871, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6872, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6873, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6874, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6875, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6876, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6877, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6878, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6879, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6880, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6881, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6882, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6883, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6884, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6885, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6886, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6887, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6888, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6889, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6890, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6891, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6892, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6893, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6894, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6895, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6896, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6897, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6898, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6899, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6900, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6901, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6902, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6903, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6904, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6905, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6906, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6907, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6908, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6909, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6910, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6911, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6912, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6913, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6914, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6915, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6916, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6917, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6918, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6919, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6920, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6921, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6922, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6923, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6924, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6925, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6926, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6927, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6928, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6929, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6930, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6931, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6932, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6933, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6934, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6935, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6936, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6937, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6938, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6939, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6940, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6941, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6942, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6943, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6944, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6945, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6946, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6947, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6948, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6949, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6950, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6951, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6952, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6953, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6954, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6955, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6956, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6957, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6958, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6959, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6960, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6961, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6962, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6963, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6964, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6965, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6966, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6967, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6968, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6969, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6970, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6971, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6972, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6973, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6974, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6975, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6976, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6977, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6978, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6979, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6980, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6981, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6982, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6983, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6984, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6985, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6986, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6987, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6988, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6989, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6990, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6991, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6992, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6993, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6994, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6995, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6996, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6997, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6998, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
6999, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7000, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7001, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7002, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7003, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7004, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7005, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7006, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7007, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7008, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7009, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7010, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7011, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7012, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7013, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7014, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
7015, 0, 2.2806e-09, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2806e-09, 0
